"DRG_Definition","Provider_Id","Provider_Name","Provider_Street_Address","Provider_City","Provider_State","Provider_Zip_Code","Hospital_Referral_Region__HRR__Description","Total_Discharges","Average_Covered_Charges","Average_Total_Payments","Average_Medicare_Payments","Provider_Name_pretty","city_experiance_percentile","city_experiance_rank","city_experiance_out_of","state_experiance_percentile","state_experiance_rank","state_experiance_out_of","overall_experiance_percentile","overall_experiance_rank","overall_experiance_out_of","DRG_Definition_pretty","Provider_City_pretty","least_expensive_in_city","least_expensive_in_city_amount","least_expensive_in_state","least_expensive_in_state_amount","least_expensive_in_state_city","least_expensive_overall","least_expensive_in_overall_amount","least_expensive_overall_city","least_expensive_overall_state","city_out_of","city_rank","city_percentile","state_out_of","state_rank","state_percentile","country_out_of","country_rank","country_percentile"
"603 - CELLULITIS W/O MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",61,22394.01639,8326.901639,5921.147541,"Duke University Hospital",100,1,2,71.7948717948718,23,78,73.9292364990689,701,2685,"cellulitis w/o mcc","Durham","Duke University Hospital",8326.901639,"Medwest Haywood",4674.909091,"Clyde","Thomas Hospital",4077.171429,"Fairhope","AL",2,2,50,78,3,97.4358974358974,2685,199,92.6256983240223
"603 - CELLULITIS W/O MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",59,15478.79661,23225.79661,4315.271186,"Duke Regional Hospital",50,2,2,70.5128205128205,24,78,72.2532588454376,746,2685,"cellulitis w/o mcc","Durham","Duke University Hospital",8326.901639,"Medwest Haywood",4674.909091,"Clyde","Thomas Hospital",4077.171429,"Fairhope","AL",2,1,100,78,1,100,2685,1,100
"637 - DIABETES W MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",20,40461.2,13974.2,10619.95,"Duke University Hospital",100,1,2,45.1612903225806,18,31,72.9518855656697,209,769,"diabetes w mcc","Durham","Duke Regional Hospital",9454.166667,"High Point Regional Hospital",7638.6,"High Point","Barnes-jewish St Peters Hospital",6624.909091,"Saint Peters","MO",2,1,100,31,2,96.7741935483871,769,93,88.036410923277
"637 - DIABETES W MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",12,32344.16667,9454.166667,7926.166667,"Duke Regional Hospital",50,2,2,9.67741935483871,29,31,24.0572171651495,585,769,"diabetes w mcc","Durham","Duke Regional Hospital",9454.166667,"High Point Regional Hospital",7638.6,"High Point","Barnes-jewish St Peters Hospital",6624.909091,"Saint Peters","MO",2,2,50,31,15,54.8387096774194,769,438,43.1729518855657
"638 - DIABETES W CC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",52,23222.30769,8074.826923,5583.192308,"Duke University Hospital",100,1,2,86.8852459016393,9,61,93.6884771279676,110,1727,"diabetes w cc","Durham","Duke Regional Hospital",5867.675,"Frye Regional Medical Center",4521.111111,"Hickory","Springhill Medical Center",3902.59375,"Mobile","AL",2,1,100,61,3,96.7213114754098,1727,183,89.4614939200927
"638 - DIABETES W CC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",40,19417.2,5867.675,4241.85,"Duke Regional Hospital",50,2,2,70.4918032786885,19,61,86.2767805442965,238,1727,"diabetes w cc","Durham","Duke Regional Hospital",5867.675,"Frye Regional Medical Center",4521.111111,"Hickory","Springhill Medical Center",3902.59375,"Mobile","AL",2,2,50,61,11,83.6065573770492,1727,693,59.9305153445281
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",51,43620.5098,12271.07843,8921.941176,"Duke University Hospital",100,1,2,77.7777777777778,13,54,85.7873791927231,251,1759,"misc disorders of nutrition,metabolism,fluids/electrolytes w mcc","Durham","Duke Regional Hospital",7369.254902,"Margaret R Pardee Memorial Hospital",6288.666667,"Hendersonville","Wadley Regional Medical Center At Hope",5348.545455,"Hope","AR",2,1,100,54,1,100,1759,107,93.9738487777146
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",51,23627.13725,7369.254902,5992.039216,"Duke Regional Hospital",100,1,2,77.7777777777778,13,54,85.7873791927231,251,1759,"misc disorders of nutrition,metabolism,fluids/electrolytes w mcc","Durham","Duke Regional Hospital",7369.254902,"Margaret R Pardee Memorial Hospital",6288.666667,"Hendersonville","Wadley Regional Medical Center At Hope",5348.545455,"Hope","AR",2,2,50,54,28,50,1759,959,45.5372370665151
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",93,23620.5914,7440.387097,4527.655914,"Duke University Hospital",100,1,2,89.3333333333333,9,75,91.5821119879744,225,2661,"misc disorders of nutrition,metabolism,fluids/electrolytes w/o mcc","Durham","Duke Regional Hospital",4898.318841,"Rex Hospital",3879.62963,"Raleigh","Via Christi Hospital Wichita St Teresa, Inc",3344.894737,"Wichita","KS",2,1,100,75,1,100,2661,151,94.3630214205186
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",69,19265.14493,4898.318841,3244.144928,"Duke Regional Hospital",50,2,2,77.3333333333333,18,75,82.9011649755731,456,2661,"misc disorders of nutrition,metabolism,fluids/electrolytes w/o mcc","Durham","Duke Regional Hospital",4898.318841,"Rex Hospital",3879.62963,"Raleigh","Via Christi Hospital Wichita St Teresa, Inc",3344.894737,"Wichita","KS",2,2,50,75,13,84,2661,970,63.5851183765502
"682 - RENAL FAILURE W MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",89,38526.44944,16034.30337,12240.02247,"Duke University Hospital",100,1,2,74.3243243243243,20,74,87.3023255813954,274,2150,"renal failure w mcc","Durham","Duke Regional Hospital",11055.11538,"Park Ridge Health",8366.076923,"Hendersonville","Alta View Hospital",7108,"Sandy","UT",2,1,100,74,1,100,2150,184,91.4883720930233
"682 - RENAL FAILURE W MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",52,33457.55769,11055.11538,9487.365385,"Duke Regional Hospital",50,2,2,59.4594594594595,31,74,64.8372093023256,757,2150,"renal failure w mcc","Durham","Duke Regional Hospital",11055.11538,"Park Ridge Health",8366.076923,"Hendersonville","Alta View Hospital",7108,"Sandy","UT",2,2,50,74,14,82.4324324324324,2150,936,56.5116279069767
"683 - RENAL FAILURE W CC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",99,25043.61616,9836.363636,7013.787879,"Duke University Hospital",100,1,2,72.8395061728395,23,81,83.953581432573,402,2499,"renal failure w cc","Durham","Duke Regional Hospital",6774.925,"Lake Norman Regional Medical Center",5580.678571,"Mooresville","Via Christi Hospital Wichita St Teresa, Inc",4593.833333,"Wichita","KS",2,1,100,81,2,98.7654320987654,2499,198,92.1168467386955
"683 - RENAL FAILURE W CC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",80,19735.9375,6774.925,5219.6375,"Duke Regional Hospital",50,2,2,64.1975308641975,30,81,75.0300120048019,625,2499,"renal failure w cc","Durham","Duke Regional Hospital",6774.925,"Lake Norman Regional Medical Center",5580.678571,"Mooresville","Via Christi Hospital Wichita St Teresa, Inc",4593.833333,"Wichita","KS",2,2,50,81,22,74.0740740740741,2499,1048,58.1032412965186
"684 - RENAL FAILURE W/O CC/MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",14,15577.14286,6337.5,4345.214286,"Duke University Hospital",100,1,1,37.5,26,40,34.8595213319459,627,961,"renal failure w/o cc/mcc","Durham","Duke University Hospital",6337.5,"Rex Hospital",3560.166667,"Raleigh","Soin Medical Center,indu & Raj Soin Medical Center",3278.352941,"Beaver Creek","OH",1,1,100,40,1,100,961,75,92.2996878251821
"689 - KIDNEY & URINARY TRACT INFECTIONS W MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",34,47917.67647,15557.52941,11724.85294,"Duke University Hospital",50,2,2,49.2753623188406,36,69,63.0356220960248,717,1937,"kidney & urinary tract infections w mcc","Durham","Duke Regional Hospital",8064.764706,"Margaret R Pardee Memorial Hospital",6263.178571,"Hendersonville","Thomas Hospital",5354.636364,"Fairhope","AL",2,1,100,69,1,100,1937,22,98.9158492514197
"689 - KIDNEY & URINARY TRACT INFECTIONS W MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",68,21673.92647,8064.764706,6695.058824,"Duke Regional Hospital",100,1,2,82.6086956521739,13,69,90.5007743933919,185,1937,"kidney & urinary tract infections w mcc","Durham","Duke Regional Hospital",8064.764706,"Margaret R Pardee Memorial Hospital",6263.178571,"Hendersonville","Thomas Hospital",5354.636364,"Fairhope","AL",2,2,50,69,17,76.8115942028985,1937,720,62.8807434176562
"690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",109,20574.89908,7841.633028,5380.513761,"Duke University Hospital",50,2,2,88.4615384615385,10,78,86.7931281317108,370,2794,"kidney & urinary tract infections w/o mcc","Durham","Duke Regional Hospital",5419.900763,"Frye Regional Medical Center",4321.625,"Hickory","Unicoi County Memorial Hospital",3682.952381,"Erwin","TN",2,1,100,78,1,100,2794,191,93.1997136721546
"690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",131,17325.67939,5419.900763,4014.694656,"Duke Regional Hospital",100,1,2,93.5897435897436,6,78,91.3027916964925,244,2794,"kidney & urinary tract infections w/o mcc","Durham","Duke Regional Hospital",5419.900763,"Frye Regional Medical Center",4321.625,"Hickory","Unicoi County Memorial Hospital",3682.952381,"Erwin","TN",2,2,50,78,18,78.2051282051282,2794,1044,62.6700071581961
"698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",49,35206.30612,15560.14286,12016.10204,"Duke University Hospital",100,1,2,84.2105263157895,7,38,89.616935483871,104,992,"other kidney & urinary tract diagnoses w mcc","Durham","Duke Regional Hospital",10667.875,"Lake Norman Regional Medical Center",7899.333333,"Mooresville","St Francis Hospital",7253.636364,"Charleston","WV",2,1,100,38,2,97.3684210526316,992,120,88.0040322580645
"698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",24,23532.375,10667.875,9196.875,"Duke Regional Hospital",50,2,2,50,20,38,60.5846774193548,392,992,"other kidney & urinary tract diagnoses w mcc","Durham","Duke Regional Hospital",10667.875,"Lake Norman Regional Medical Center",7899.333333,"Mooresville","St Francis Hospital",7253.636364,"Charleston","WV",2,2,50,38,17,57.8947368421053,992,514,48.2862903225806
"699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",56,31190.05357,10236.08929,7477.803571,"Duke University Hospital",100,1,2,84,5,25,92.0965971459934,73,911,"other kidney & urinary tract diagnoses w cc","Durham","Duke Regional Hospital",6784.571429,"Rex Hospital",5617.916667,"Raleigh","Upmc Northwest",4979.727273,"Seneca","PA",2,1,100,25,2,96,911,109,88.1448957189901
"699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",28,19929.10714,6784.571429,5565.035714,"Duke Regional Hospital",50,2,2,68,9,25,76.0702524698134,219,911,"other kidney & urinary tract diagnoses w cc","Durham","Duke Regional Hospital",6784.571429,"Rex Hospital",5617.916667,"Raleigh","Upmc Northwest",4979.727273,"Seneca","PA",2,2,50,25,14,48,911,495,45.7738748627881
"811 - RED BLOOD CELL DISORDERS W MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",44,51151.54545,16262.52273,12025.36364,"Duke University Hospital",100,1,2,94.4444444444444,3,36,95.438282647585,52,1118,"red blood cell disorders w mcc","Durham","Duke Regional Hospital",8453.8125,"Rex Hospital",7054.888889,"Raleigh","Springhill Medical Center",6075.421053,"Mobile","AL",2,1,100,36,1,100,1118,41,96.4221824686941
"811 - RED BLOOD CELL DISORDERS W MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",16,21138.0625,8453.8125,6972.8125,"Duke Regional Hospital",50,2,2,22.2222222222222,29,36,44.0966010733453,626,1118,"red blood cell disorders w mcc","Durham","Duke Regional Hospital",8453.8125,"Rex Hospital",7054.888889,"Raleigh","Springhill Medical Center",6075.421053,"Mobile","AL",2,2,50,36,20,47.2222222222222,1118,618,44.8121645796064
"812 - RED BLOOD CELL DISORDERS W/O MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",193,26218.81347,8915.07772,5639.015544,"Duke University Hospital",100,1,2,100,1,68,99.7651479567872,6,2129,"red blood cell disorders w/o mcc","Durham","Duke Regional Hospital",5400.117647,"Iredell Memorial Hospital Inc",4380.272727,"Statesville","Wadley Regional Medical Center At Hope",3807,"Hope","AR",2,1,100,68,1,100,2129,87,95.9605448567402
"812 - RED BLOOD CELL DISORDERS W/O MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",51,16841.82353,5400.117647,4276.470588,"Duke Regional Hospital",50,2,2,69.1176470588235,22,68,80.460310004697,417,2129,"red blood cell disorders w/o mcc","Durham","Duke Regional Hospital",5400.117647,"Iredell Memorial Hospital Inc",4380.272727,"Statesville","Wadley Regional Medical Center At Hope",3807,"Hope","AR",2,2,50,68,21,70.5882352941177,2129,930,56.3644903710662
"853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",48,124515.0625,47696.45833,41948.83333,"Duke University Hospital",100,1,2,74.4186046511628,12,43,84.8344370860927,230,1510,"infectious & parasitic diseases w o.r. procedure w mcc","Durham","Duke Regional Hospital",35593.74074,"Stanly Regional Medical Center",24044.08333,"Albemarle","Englewood Community Hospital",21667.07143,"Englewood","FL",2,1,100,43,4,93.0232558139535,1510,303,80
"853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",27,86744.33333,35593.74074,32539.37037,"Duke Regional Hospital",50,2,2,51.1627906976744,22,43,53.1788079470199,708,1510,"infectious & parasitic diseases w o.r. procedure w mcc","Durham","Duke Regional Hospital",35593.74074,"Stanly Regional Medical Center",24044.08333,"Albemarle","Englewood Community Hospital",21667.07143,"Englewood","FL",2,2,50,43,17,62.7906976744186,1510,886,41.3907284768212
"870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",29,175167.4828,75668.51724,47338.68966,"Duke University Hospital",100,1,2,66.6666666666667,12,33,73.4463276836158,283,1062,"septicemia or severe sepsis w mv 96+ hours","Durham","Duke Regional Hospital",40688,"Catawba Valley Medical Center",29571.64286,"Hickory","Holy Spirit Hospital",26593.83333,"Camp Hill","PA",2,1,100,33,1,100,1062,40,96.3276836158192
"870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",13,114841.0769,40688,38113.46154,"Duke Regional Hospital",50,2,2,12.1212121212121,30,33,19.9623352165725,851,1062,"septicemia or severe sepsis w mv 96+ hours","Durham","Duke Regional Hospital",40688,"Catawba Valley Medical Center",29571.64286,"Hickory","Holy Spirit Hospital",26593.83333,"Camp Hill","PA",2,2,50,33,13,63.6363636363636,1062,600,43.5969868173258
"871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",323,50317.34056,18644.34365,14681.17647,"Duke University Hospital",100,1,2,82.9268292682927,15,82,91.5218162468961,240,2819,"septicemia or severe sepsis w/o mv 96+ hours w mcc","Durham","Duke Regional Hospital",12706.62679,"Margaret R Pardee Memorial Hospital",10135.87634,"Hendersonville","Parkway Regional Hospital",8202.636364,"Fulton","KY",2,1,100,82,2,98.780487804878,2819,250,91.1670805250089
"871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",209,32691.84211,12706.62679,10967.96651,"Duke Regional Hospital",50,2,2,64.6341463414634,30,82,78.5030152536361,607,2819,"septicemia or severe sepsis w/o mv 96+ hours w mcc","Durham","Duke Regional Hospital",12706.62679,"Margaret R Pardee Memorial Hospital",10135.87634,"Hendersonville","Parkway Regional Hospital",8202.636364,"Fulton","KY",2,2,50,82,17,80.4878048780488,2819,1298,53.9907768712309
"872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",112,30137.21429,11468.42857,8012.589286,"Duke University Hospital",100,1,2,89.873417721519,9,79,93.2914868575912,172,2549,"septicemia or severe sepsis w/o mv 96+ hours w/o mcc","Durham","Duke Regional Hospital",7628.468354,"Medwest Haywood",6016.090909,"Clyde","Sanford Aberdeen Medical Center",5241.928571,"Aberdeen","SD",2,1,100,79,1,100,2549,149,94.1938014907807
"872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",79,20634.97468,7628.468354,5980.139241,"Duke Regional Hospital",50,2,2,78.4810126582278,18,79,83.6406433895645,418,2549,"septicemia or severe sepsis w/o mv 96+ hours w/o mcc","Durham","Duke Regional Hospital",7628.468354,"Medwest Haywood",6016.090909,"Clyde","Sanford Aberdeen Medical Center",5241.928571,"Aberdeen","SD",2,2,50,79,21,74.6835443037975,2549,1024,59.866614358572
"885 - PSYCHOSES",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",11,38067.72727,12782.45455,7320.272727,"Duke University Hospital",100,1,1,13.6363636363636,20,22,5.29801324503311,573,604,"psychoses","Durham","Duke University Hospital",12782.45455,"Rex Hospital",5356.090909,"Raleigh","Southern Maryland Hospital Center",4542.775,"Clinton","MD",1,1,100,22,1,100,604,25,96.0264900662252
"897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",27,25952.85185,7730.185185,4739.962963,"Duke University Hospital",100,1,2,52,13,25,61.5839243498818,326,846,"alcohol/drug abuse or dependence w/o rehabilitation therapy w/o mcc","Durham","Duke Regional Hospital",4923.176471,"Wilmington Treatment Center",3592.254054,"Wilmington","Turning Point Hospital",3341.736,"Moultrie","GA",2,1,100,25,1,100,846,65,92.434988179669
"897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",17,21024.76471,4923.176471,3304.941176,"Duke Regional Hospital",50,2,2,20,21,25,37.5886524822695,529,846,"alcohol/drug abuse or dependence w/o rehabilitation therapy w/o mcc","Durham","Duke Regional Hospital",4923.176471,"Wilmington Treatment Center",3592.254054,"Wilmington","Turning Point Hospital",3341.736,"Moultrie","GA",2,2,50,25,10,64,846,415,51.063829787234
"917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",17,52548.76471,16205.70588,12345.41176,"Duke University Hospital",100,1,2,42.8571428571429,25,42,48.4848484848485,494,957,"poisoning & toxic effects of drugs w mcc","Durham","Duke Regional Hospital",9742.333333,"Iredell Memorial Hospital Inc",7776.866667,"Statesville","Memorial Hospital And Health Care Center",6269.909091,"Jasper","IN",2,1,100,42,2,97.6190476190476,957,59,93.9393939393939
"917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",15,23575.86667,9742.333333,8325.2,"Duke Regional Hospital",50,2,2,40.4761904761905,26,42,38.7669801462905,587,957,"poisoning & toxic effects of drugs w mcc","Durham","Duke Regional Hospital",9742.333333,"Iredell Memorial Hospital Inc",7776.866667,"Statesville","Memorial Hospital And Health Care Center",6269.909091,"Jasper","IN",2,2,50,42,18,59.5238095238095,957,535,44.2006269592476
"918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",23,23411.43478,6276.521739,3885.434783,"Duke University Hospital",100,1,2,71.7948717948718,12,39,73.134328358209,307,1139,"poisoning & toxic effects of drugs w/o mcc","Durham","Duke Regional Hospital",4471.684211,"Margaret R Pardee Memorial Hospital",3658.666667,"Hendersonville","Northwest Medical Center",3147.75,"Winfield","AL",2,1,100,39,2,97.4358974358974,1139,136,88.1474978050922
"918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",19,19662.73684,4471.684211,3005.105263,"Duke Regional Hospital",50,2,2,56.4102564102564,18,39,58.4723441615452,474,1139,"poisoning & toxic effects of drugs w/o mcc","Durham","Duke Regional Hospital",4471.684211,"Margaret R Pardee Memorial Hospital",3658.666667,"Hendersonville","Northwest Medical Center",3147.75,"Winfield","AL",2,2,50,39,15,64.1025641025641,1139,529,53.6435469710272
"948 - SIGNS & SYMPTOMS W/O MCC",340030,"DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC",27710,"NC - Durham",31,20915.06452,7463.709677,4669.580645,"Duke University Hospital",100,1,2,67.5,14,40,73.6138944555778,396,1497,"signs & symptoms w/o mcc","Durham","Duke Regional Hospital",4795.846154,"Iredell Memorial Hospital Inc",3832.583333,"Statesville","Methodist Medical Center Of Oak Ridge",3208.333333,"Oak Ridge","TN",2,1,100,40,2,97.5,1497,109,92.7855711422846
"948 - SIGNS & SYMPTOMS W/O MCC",340155,"DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC",27704,"NC - Durham",13,18241.46154,4795.846154,3690.615385,"Duke Regional Hospital",50,2,2,17.5,34,40,16.4328657314629,1252,1497,"signs & symptoms w/o mcc","Durham","Duke Regional Hospital",4795.846154,"Iredell Memorial Hospital Inc",3832.583333,"Statesville","Methodist Medical Center Of Oak Ridge",3208.333333,"Oak Ridge","TN",2,2,50,40,17,60,1497,681,54.5758183032732
